Season,Name,Tm,IP,TBF,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP,playerId
2018,"Sal Romano","CIN",131.1,583,6.4416,3.3579,1.9184,1.5076,0.1612,0.084,0.0772,0.269083969,1.4467,0.2867,0.6782,5.095063060755127,4.715730165371198,13690
2018,"Chris Stratton","SFG",141.2,604,6.9247,3.24,2.1373,1.08,0.1805,0.0844,0.096,0.26703499,1.3835,0.3012,0.6831,4.304581559755127,4.365107418955202,13761
2018,"Zach Eflin","PHI",128,548,8.6484,2.6016,3.3243,1.125,0.2245,0.0675,0.1569,0.260521042,1.3047,0.3089,0.6843,3.801677417755127,4.021841160184704,13774
2018,"Alex Wood","LAD",148,622,7.9662,2.3716,3.359,0.8514,0.2106,0.0627,0.1479,0.249116607,1.2162,0.2947,0.7109,3.5529443087551273,3.7181597641392337,13781
2018,"Brent Suter","MIL",94.2,397,7.4155,1.7113,4.3333,1.5211,0.1965,0.0453,0.1511,0.259459459,1.2042,0.2837,0.6765,4.375840721755127,4.080341309149326,13942
2018,"Michael Wacha","STL",84.1,355,7.5771,3.8419,1.9722,0.9605,0.2,0.1014,0.0986,0.22077922,1.2332,0.2489,0.7495,4.216388802755127,4.121605324801806,14078
2018,"Kevin Gausman","2 Tms",183.2,776,7.2523,2.4501,2.96,1.274,0.1907,0.0644,0.1263,0.264335664,1.3013,0.2991,0.7681,4.3207618257551275,4.189038811818769,14107
2018,"Lance McCullers Jr.","HOU",126,520,9.8571,3.5714,2.76,0.8571,0.2654,0.0962,0.1692,0.218340611,1.1905,0.2812,0.6919,3.565814321755127,3.481228041838086,14120
2018,"Jose Berrios","MIN",192.1,797,9.4523,2.8544,3.3115,1.1698,0.2535,0.0765,0.1769,0.221757322,1.1438,0.2702,0.7576,3.904553412755127,3.8892931547110385,14168
2018,"Hyun-Jin Ryu","LAD",82.1,324,9.7287,1.6397,5.9333,0.9838,0.2747,0.0463,0.2284,0.221498371,1.0081,0.281,0.8543,3.003157617755127,3.106672810196915,14444
2018,"Dereck Rodriguez","SFG",112,458,6.5893,2.6518,2.4848,0.7232,0.179,0.0721,0.107,0.225181598,1.125,0.2569,0.7807,3.812838131755127,4.567276006777372,14509
2018,"Dylan Covey","CHW",109.2,493,6.8936,3.9392,1.75,0.9848,0.1704,0.0974,0.073,0.272935779,1.5228,0.3084,0.5979,4.4194106977551275,4.322226490052851,14825
2018,"Zack Godley","ARI",177.1,786,9.2876,4.0602,2.2875,0.812,0.2328,0.1018,0.131,0.25958702,1.4436,0.3232,0.6718,3.8264660757551265,3.9574404268692045,14862
2018,"Jon Gray","COL",172.1,743,9.5571,2.7157,3.5192,1.4101,0.2463,0.07,0.1763,0.265878877,1.3462,0.3221,0.6793,4.083683156755127,3.474924719972391,14916
2018,"Chad Kuhl","PIT",85,373,8.5765,3.4941,2.4545,1.4824,0.2172,0.0885,0.1287,0.274691358,1.4353,0.3112,0.7425,4.702228887755127,4.329252111035235,14975
2018,"German Marquez","COL",196,817,10.5612,2.6173,4.0351,1.102,0.2815,0.0698,0.2118,0.241239892,1.2041,0.3112,0.7319,3.400848335755127,3.098282570878462,15038
2018,"Andrew Heaney","LAA",180,749,9,2.25,4,1.35,0.2403,0.0601,0.1802,0.248185776,1.2,0.2945,0.7143,3.9943857507551273,3.677649570339256,15423
2018,"Matthew Boyd","DET",170.1,709,8.4012,2.6947,3.1176,1.4266,0.2243,0.0719,0.1523,0.228482003,1.1566,0.2581,0.7109,4.446766954755127,4.722926922896673,15440
2018,"Nick Pivetta","PHI",163,690,10.3252,2.7607,3.74,1.3252,0.271,0.0725,0.1986,0.262479871,1.3067,0.3278,0.6887,3.7929542577551274,3.408867631349827,15454
2018,"Marco Gonzales","SEA",166.2,686,7.83,1.728,4.5313,0.918,0.2114,0.0466,0.1647,0.267496111,1.224,0.3189,0.7197,3.4310523637551276,3.591505919971331,15467
2018,"Lucas Giolito","CHW",173.1,775,6.4904,4.6731,1.3889,1.4019,0.1613,0.1161,0.0452,0.25,1.4769,0.2683,0.6346,5.561052878755127,5.460819685902644,15474
2018,"Luis Castillo","CIN",169.2,708,8.7525,2.5992,3.3673,1.4853,0.2331,0.0692,0.1638,0.24496124,1.22,0.282,0.7118,4.316258476755127,3.689452836378994,15689
2018,"Brad Keller","KCR",118,494,6.3305,3.2797,1.9302,0.4576,0.168,0.087,0.081,0.260089686,1.3475,0.3056,0.7602,3.559357501755127,4.298014365313417,15734
2018,"Masahiro Tanaka","NYY",156,635,9.1731,2.0192,4.5429,1.4423,0.2504,0.0551,0.1953,0.239795918,1.1282,0.2836,0.777,4.013616519755127,3.4230891410547954,15764
2018,"Sean Manaea","OAK",160.2,654,6.0498,1.7925,3.375,1.1763,0.1651,0.0489,0.1162,0.231907894,1.0768,0.2474,0.752,4.262711939755127,4.321381109253189,15873
2018,"Luis Severino","NYY",191.1,780,10.3484,2.1638,4.7826,0.8937,0.2821,0.059,0.2231,0.238292011,1.1446,0.3143,0.7497,2.951993148755127,3.1026188956543566,15890
2018,"David Hess","BAL",100.1,441,6.2791,3.2292,1.9444,1.8837,0.1587,0.0816,0.0771,0.264631043,1.3953,0.2704,0.7228,5.772348965755127,5.520610657320828,16130
2018,"Carlos Rodon","CHW",120.2,511,6.7127,4.1022,1.6364,1.1188,0.1761,0.1076,0.0685,0.219954648,1.2597,0.2419,0.7203,4.951107171755127,5.401885056883702,16137
2018,"Aaron Nola","PHI",212.1,831,9.4945,2.4584,3.8621,0.7206,0.2696,0.0698,0.1998,0.197089947,0.9749,0.2514,0.8254,3.010345957755127,3.2140747920082706,16149
2018,"Kyle Freeland","COL",202.1,844,7.6952,3.1137,2.4714,0.7562,0.205,0.0829,0.122,0.240422721,1.2455,0.2855,0.8284,3.670113456755127,4.218587854195274,16256
2018,"Ryan Borucki","TOR",97.2,415,6.1741,3.041,2.0303,0.6451,0.1614,0.0795,0.0819,0.256,1.3208,0.2908,0.6848,3.795864487755127,4.6228400096810685,16350
2018,"Tyler Mahle","CIN",112,507,8.8393,4.2589,2.0755,1.7679,0.217,0.1045,0.1124,0.282805429,1.5893,0.3229,0.7523,5.250338131755127,4.451607745220619,16358
2018,"Reynaldo Lopez","CHW",188.2,799,7.2032,3.5777,2.0133,1.1926,0.189,0.0939,0.0951,0.234042553,1.2721,0.2602,0.7535,4.634550389755127,5.223029363890076,16400
2018,"Luke Weaver","STL",129.1,568,8.0722,3.4098,2.3673,1.1134,0.2042,0.0863,0.118,0.270750988,1.4381,0.3151,0.7083,4.181671236755127,4.36125463742036,16918
2018,"Sean Newcomb","ATL",163.1,693,8.7612,4.4082,1.9875,0.9918,0.2294,0.1154,0.114,0.22644628,1.3286,0.2736,0.7469,4.134522003755127,4.329889579541021,16943
2018,"Trevor Williams","PIT",170.2,701,6.6445,2.9004,2.2909,0.791,0.1797,0.0785,0.1013,0.231012658,1.1777,0.2615,0.7663,3.8641772797551273,4.540956279764125,16977
2018,"Daniel Mengden","OAK",96,399,5.625,1.875,3,1.5938,0.1504,0.0501,0.1003,0.245283018,1.1563,0.2467,0.6726,4.900635750755128,4.594253994648656,16980
2018,"Jack Flaherty","STL",151,615,10.8477,3.5166,3.0847,1.1921,0.2959,0.0959,0.2,0.199261992,1.106,0.2566,0.7933,3.863039171755127,3.584980847898698,17479
2018,"Andrew Suarez","SFG",160.1,665,7.2973,2.526,2.8889,1.2911,0.1955,0.0677,0.1278,0.268976897,1.2973,0.3017,0.7047,4.302424795755127,3.7664060633005185,18300
2018,"Jaime Barria","LAA",129.1,537,6.8196,3.2706,2.0851,1.183,0.1825,0.0875,0.095,0.242236024,1.268,0.271,0.8208,4.583733196755127,4.994826908065958,18356
2018,"Kenta Maeda","LAD",107.2,458,10.6161,3.3437,3.175,0.9195,0.2773,0.0873,0.19,0.235436893,1.2724,0.3094,0.7201,3.300371259755127,3.490865579241078,18498
2018,"Trevor Richards","MIA",126.1,547,9.2612,3.847,2.4074,1.0686,0.2377,0.0987,0.1389,0.252609603,1.3852,0.309,0.7233,4.047596186755127,4.295126081961422,19309
