Date,Name,Tm,PA,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,playerId
"2019-05-07","Aledmys Diaz","HOU",4,2,0.333333333,0.666666666,0,0,0,0,0,1,0,0,0.3333,0.6667,0,15937
"2019-05-07","Nelson Cruz","MIN",4,2,0,1,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,2434
"2019-05-07","Ryon Healy","SEA",4,0.5,0,0.333333333,0.666666666,0.5,0,0,0,0,1,0,0.3333,0,0.6667,15447
"2019-05-07","Cody Bellinger","LAD",5,1,0.5,0.25,0.25,0,0,0,0,0.25,0.5,0.25,0,0.75,0.25,15998
"2019-05-07","Brandon Belt","SFG",5,0,0.25,0,0.75,0.333333333,0,0,0,0,0.5,0.5,0.25,0.75,0,10264
"2019-05-07","Jackie Bradley Jr.","BOS",4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12984
"2019-05-07","Dee Gordon","SEA",5,2,0.5,0.5,0,0,0,0,0,0.25,0.5,0.25,0,1,0,8203
"2019-05-07","Alex Bregman","HOU",3,0.5,0,0.333333333,0.666666666,0,0.5,0,0,0.6667,0.3333,0,0,0.6667,0.3333,17678
"2019-05-07","Freddy Galvis","TOR",4,2,0.25,0.5,0.25,0,0,0,0,1,0,0,0.25,0.25,0.5,6609
"2019-05-07","Clint Frazier","NYY",4,0.5,0.25,0.25,0.5,0,0,0,0,0.5,0.25,0.25,0,0.75,0.25,15983
"2019-05-07","Alex Verdugo","LAD",4,0,0.666666666,0,0.333333333,0,0,0,0,0,0.6667,0.3333,0,0,1,17027
"2019-05-07","Joe Panik","SFG",6,2,0,0.666666666,0.333333333,0,0,0.25,0,0.1667,0.5,0.3333,0.1667,0.6667,0.1667,11936
"2019-05-07","Dwight Smith Jr.","BAL",4,2,0.333333333,0.666666666,0,0,0,0.5,0,0.3333,0.3333,0.3333,0.3333,0.6667,0,13473
"2019-05-07","Jay Bruce","SEA",4,0,0.25,0,0.75,0,0,0,0,0.25,0.25,0.5,0.25,0.5,0.25,9892
"2019-05-07","Brandon Crawford","SFG",5,1,0.666666666,0.333333333,0,0,0,0,0,1,0,0,0,0.6667,0.3333,5343
"2019-05-07","Justin Smoak","TOR",4,0,1,0,0,0,0,0,0,0.3333,0.6667,0,0,0.6667,0.3333,9054
"2019-05-07","Ronald Acuna Jr.","ATL",3,0,0.5,0,0.5,0,0,0,0,0,0.5,0.5,0,0,1,18401
"2019-05-07","Trevor Story","COL",5,0,0.333333333,0,0.666666666,0.5,0,0,0,0.3333,0,0.6667,0.3333,0,0.6667,12564
"2019-05-07","Jose Ramirez","CLE",4,0,0,0,1,0,0,0,0,0.5,0,0.5,0.5,0.5,0,13510
"2019-05-07","Rio Ruiz","BAL",4,2,0.25,0.5,0.25,0,1,0,0,0.5,0.5,0,0.25,0.25,0.5,14103
"2019-05-07","Domingo Santana","SEA",4,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.3333,0.3333,0.3333,0,0.6667,0.3333,10348
"2019-05-07","Madison Bumgarner","SFG",3,0,0.5,0,0.5,0,0,0,0,1,0,0,0,0.5,0.5,5524
"2019-05-07","Jonathan Schoop","MIN",4,3,0.25,0.75,0,0,0,0,0,0.25,0.75,0,0.25,0.25,0.5,11265
"2019-05-07","Mac Williamson","SFG",5,2,0.5,0.5,0,0,1,0,0,0.25,0.75,0,0.25,0.25,0.5,14158
"2019-05-07","Tim Anderson","CHW",4,2,0,1,0,0,0,0,0,1,0,0,0.5,0.5,0,15172
"2019-05-07","Trey Mancini","BAL",4,3,0,0.75,0.25,0,0,0,0,0.25,0.75,0,0.25,0.75,0,15149
"2019-05-07","Gary Sanchez","NYY",4,0,0,0,1,0,0,0,0,0.5,0,0.5,0,1,0,11442
"2019-05-07","David Freese","LAD",4,0,0.5,0,0.5,1,0,0,0,0,0,1,0.5,0,0.5,9549
"2019-05-07","Mark Reynolds","COL",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,7619
"2019-05-07","J.D. Martinez","BOS",5,0,0,0,1,0,0.5,0,0,0.5,0.5,0,0,0,1,6184
"2019-05-07","Ryan McMahon","COL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15112
"2019-05-07","Jake Bauers","CLE",4,1,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0,1,0,15194
"2019-05-07","Steve Wilkerson","BAL",4,0,0.333333333,0,0.666666666,0,0,0,0,0.3333,0.6667,0,0,0.6667,0.3333,16041
"2019-05-07","Tom Murphy","SEA",2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,13499
"2019-05-07","Max Muncy","LAD",4,2,0.25,0.5,0.25,0,0,0,0,0.75,0,0.25,0,0.5,0.5,13301
"2019-05-07","Teoscar Hernandez","TOR",3,1,0,0.5,0.5,0,0,0,0,0.3333,0.3333,0.3333,0.3333,0,0.6667,13066
"2019-05-07","Josh Tomlin","ATL",1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,9388
"2019-05-07","Hunter Pence","TEX",4,0.5,0,0.333333333,0.666666666,0,0.5,0,0,0.6667,0.3333,0,0,0,1,8252
"2019-05-07","Paul Goldschmidt","STL",4,0,0.5,0,0.5,0,0,0,0,0.5,0,0.5,0,0,1,9218
"2019-05-07","Kevin Kiermaier","TBR",4,2,0,0.666666666,0.333333333,1,0,0,0,0.3333,0.3333,0.3333,0.3333,0.6667,0,11038
"2019-05-07","Colin Moran","PIT",3,0,0,0,1,1,0,0,0,0,0,1,1,0,0,16909
"2019-05-07","Francisco Mejia","SDP",4,1,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,16403
"2019-05-07","Orlando Arcia","MIL",4,2,0,0.666666666,0.333333333,0,0,0,0,0.6667,0,0.3333,0,0.6667,0.3333,13185
"2019-05-07","Luke Maile","TOR",3,0,0.333333333,0,0.666666666,0,0,0,0,0,0.3333,0.6667,0.3333,0.3333,0.3333,13355
"2019-05-07","Starling Marte","PIT",4,3,0,1,0,0,0,0,0,0.3333,0.6667,0,0,0.6667,0.3333,9241
"2019-05-07","Marcell Ozuna","STL",3,2,0,1,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,10324
"2019-05-07","Greg Garcia","SDP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10951
"2019-05-07","Mike Zunino","TBR",4,2,0,0.666666666,0.333333333,0,0,0.5,0,0.6667,0,0.3333,0,0.3333,0.6667,13265
"2019-05-07","Cole Tucker","PIT",1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,17326
"2019-05-07","Peter Alonso","NYM",5,1.5,0,0.6,0.4,0,0.5,0,0,0.8,0.2,0,0,0.4,0.6,19251
"2019-05-07","Victor Robles","WSN",4,1,0.333333333,0.333333333,0.333333333,1,0,0,1,0.75,0.25,0,0.25,0.5,0.25,18363
"2019-05-07","Mitch Garver","MIN",4,2,0,0.666666666,0.333333333,0,1,0,0,0.6667,0.3333,0,0,0,1,15161
"2019-05-07","Delino DeShields","TEX",4,1,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,11379
"2019-05-07","Noah Syndergaard","NYM",3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,11762
"2019-05-07","Brian Dozier","WSN",4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,9810
"2019-05-07","Christian Walker","ARI",4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,13419
"2019-05-07","Bryan Reynolds","PIT",4,1,0,0.5,0.5,0.5,0,0,0,0.5,0.25,0.25,0.25,0.25,0.5,19326
"2019-05-07","Charlie Culberson","ATL",1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,3298
"2019-05-07","Jake Noll","WSN",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,19703
"2019-05-07","Rowdy Tellez","TOR",4,2,0,1,0,0,0,0,0,0.5,0.5,0,0,0,1,15679
"2019-05-07","Gregory Polanco","PIT",4,1,0.5,0.25,0.25,0,1,0,0,0.75,0.25,0,0,0.25,0.75,12907
"2019-05-07","Brandon Nimmo","NYM",5,1,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,0,0.5,12927
"2019-05-07","Adam Eaton","WSN",4,0,0.333333333,0,0.666666666,0,0,0,0,0,0.3333,0.6667,0,1,0,11205
"2019-05-07","Carson Kelly","ARI",4,0,0.333333333,0,0.666666666,0,0.5,0,0,0,0.6667,0.3333,0,0,1,13620
"2019-05-07","Ender Inciarte","ATL",3,2,0.333333333,0.666666666,0,0,0,0,0,0.3333,0.6667,0,0.6667,0.3333,0,4922
"2019-05-07","Dylan Moore","SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18042
"2019-05-07","Matt Wieters","STL",2,0,0,0,1,0,1,0,0,1,0,0,0,0,1,4298
"2019-05-07","David Peralta","ARI",4,0.5,0,0.333333333,0.666666666,0,0,0,0,0.3333,0.3333,0.3333,0,0.6667,0.3333,2136
"2019-05-07","Adrian Sampson","TEX",2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13339
"2019-05-07","Manuel Margot","SDP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14712
"2019-05-07","Yasmani Grandal","MIL",4,0,0,0,1,1,0,0,0,0,0,1,1,0,0,11368
"2019-05-07","Willy Adames","TBR",4,1,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,15986
"2019-05-07","Justin Turner","LAD",5,0,0.25,0,0.75,0,1,0,0,0.5,0.5,0,0,0,1,5235
"2019-05-07","Melky Cabrera","PIT",1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4022
"2019-05-07","Sean Rodriguez","PHI",1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,6589
"2019-05-07","Ji-Man Choi","TBR",4,3,0,0.75,0.25,0,0,0.333333333,0,0.75,0,0.25,0.25,0.75,0,5452
"2019-05-07","Nomar Mazara","TEX",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,14553
"2019-05-07","Hunter Renfroe","SDP",5,2,0.333333333,0.666666666,0,0,0,0.5,0,0.6667,0.3333,0,0,0,1,15464
"2019-05-07","Michael A. Taylor","WSN",4,0,0.5,0,0.5,1,0,0,0,0.5,0,0.5,0.5,0,0.5,11489
"2019-05-07","Max Kepler","MIN",5,3,0.2,0.6,0.2,0,0,0,0,0.6,0.4,0,0.4,0.4,0.2,12144
"2019-05-07","Nick Markakis","ATL",3,3,0,1,0,0,0,0,0,0.6667,0.3333,0,0,1,0,5930
"2019-05-07","Francisco Cervelli","PIT",4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,5275
"2019-05-07","Jose Martinez","STL",4,2,0.333333333,0.666666666,0,0,0,0,0,0,1,0,0,0.6667,0.3333,7996
"2019-05-07","Eduardo Escobar","ARI",4,2,0,0.666666666,0.333333333,0,0,0,0,0.6667,0.3333,0,0.3333,0.6667,0,6153
"2019-05-07","Steven Brault","PIT",1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,15291
"2019-05-07","J.D. Davis","NYM",1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,16219
"2019-05-07","Ben Gamel","MIL",4,1,0,1,0,0,0,1,0,1,0,0,0,1,0,12160
"2019-05-07","Nathaniel Lowe","TBR",3,1,0.666666666,0.333333333,0,0,0,0,0,0.3333,0.6667,0,0,0.6667,0.3333,19566
"2019-05-07","Harold Castro","DET",4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,14691
"2019-05-07","Miguel Cabrera","DET",4,2,0.333333333,0.666666666,0,0,0,0,0,0,1,0,0,1,0,1744
"2019-05-07","Grayson Greiner","DET",3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,17062
"2019-05-07","Jordy Mercer","DET",3,0.5,0,0.333333333,0.666666666,0,0,0,0,0.3333,0.3333,0.3333,0,0.6667,0.3333,6547
"2019-05-07","Shohei Ohtani","LAA",5,1,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,19755
"2019-05-07","Mike Trout","LAA",5,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.3333,0,0.6667,0.3333,0.3333,0.3333,10155
"2019-05-07","Howie Kendrick","WSN",4,2,0.333333333,0.666666666,0,0,0,0,0,1,0,0,0,0.3333,0.6667,4229
"2019-05-07","Kole Calhoun","LAA",4,1,0.666666666,0.333333333,0,0,0,0,0,0.3333,0.3333,0.3333,0,0.6667,0.3333,11200
"2019-05-07","Kurt Suzuki","WSN",4,0.5,0,0.333333333,0.666666666,0,0,0,0,0.6667,0.3333,0,0,0.3333,0.6667,8259
"2019-05-07","Ronny Rodriguez","DET",4,0.5,0,0.333333333,0.666666666,0,0,0,0,0,0.3333,0.6667,0,0.6667,0.3333,11875
"2019-05-07","Guillermo Heredia","TBR",1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,18721
"2019-05-07","Brian Goodwin","LAA",4,2,0.333333333,0.666666666,0,0,0,0.5,0,0.3333,0.3333,0.3333,0.3333,0.6667,0,12858
"2019-05-07","Rhys Hoskins","PHI",5,2,0.25,0.5,0.25,0,1,0,0,0.5,0.5,0,0,0,1,16472
"2019-05-07","Willson Contreras","CHC",4,1,0,1,0,0,0,0,0,0,0,1,0,1,0,11609
"2019-05-07","Harrison Bader","STL",2,1,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0.5,0,0.5,18030
"2019-05-07","Jedd Gyorko","STL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10816
"2019-05-07","Martin Prado","MIA",4,0.5,0.25,0.25,0.5,0,0,0,0,0.25,0.5,0.25,0,0.5,0.5,3312
"2019-05-07","Bryce Harper","PHI",4,2,0,0.666666666,0.333333333,0,1,0,0,1,0,0,0.3333,0,0.6667,11579
"2019-05-07","Starlin Castro","MIA",4,3,0,0.75,0.25,0,0,0,0,0.75,0.25,0,0,0.25,0.75,4579
"2019-05-07","Maikel Franco","PHI",4,3,0,0.75,0.25,1,0,0.333333333,0,0.25,0.25,0.5,0.25,0.5,0.25,12179
"2019-05-07","Jon Lester","CHC",2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4930
"2019-05-07","Nick Williams","PHI",1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,14330
"2019-05-07","Isaac Galloway","MIA",4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5238
"2019-05-07","Aaron Nola","PHI",3,0,1,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,16149
"2019-05-07","Miguel Rojas","MIA",4,2,0,0.666666666,0.333333333,0,0,0,0,0,0,1,0,0.3333,0.6667,7802
"2019-05-08","Bryan Reynolds","PIT",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19326
"2019-05-08","Hanser Alberto","BAL",3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,11902
"2019-05-08","Ketel Marte","ARI",6,0,1,0,0,0,0,0,0,0,1,0,0,1,0,13613
"2019-05-08","Nelson Cruz","MIN",6,0,0.333333333,0,0.666666666,0.5,0,0,0,0,0,1,0.3333,0.3333,0.3333,2434
"2019-05-08","Tommy Pham","TBR",6,2,0,1,0,0,0,0,0,0,0,1,0,0.5,0.5,2967
"2019-05-08","Jackie Bradley Jr.","BOS",5,2,0,1,0,0,0,0,0,1,0,0,0.5,0.5,0,12984
"2019-05-08","Gregory Polanco","PIT",4,0.5,0,0.333333333,0.666666666,0,0,0,0,0.3333,0.6667,0,0.3333,0.3333,0.3333,12907
"2019-05-08","Freddy Galvis","TOR",4,1,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,6609
"2019-05-08","Ji-Man Choi","TBR",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5452
"2019-05-08","Dwight Smith Jr.","BAL",5,2,0,0.666666666,0.333333333,1,0,0,0,0.6667,0.3333,0,0.6667,0.3333,0,13473
"2019-05-08","Joey Gallo","TEX",5,0,0,0,1,0,1,0,0,0,1,0,0,0,1,14128
"2019-05-08","Gleyber Torres","NYY",4,3,0,0.75,0.25,0,0,0,0,0.5,0,0.5,0,1,0,16997
"2019-05-08","Wilmer Flores","ARI",6,3,0.4,0.6,0,0,0,0,0,0.6,0.2,0.2,0.2,0.2,0.6,5827
"2019-05-08","Rio Ruiz","BAL",2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,14103
"2019-05-08","Adam Frazier","PIT",3,0,0.666666666,0,0.333333333,0,0,0,0,0,1,0,0,1,0,15223
"2019-05-08","Mitch Moreland","BOS",5,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3086
"2019-05-08","Adam Jones","ARI",6,3,0,0.75,0.25,0,0,0,0,0.5,0.25,0.25,0,0.5,0.5,6368
"2019-05-08","Pedro Severino","BAL",4,0,1,0,0,0,0,0,0,0.5,0.5,0,0,1,0,14523
"2019-05-08","Colin Moran","PIT",1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,16909
"2019-05-08","J.D. Martinez","BOS",6,0.666666666,0,0.4,0.6,0,0,0,0,0.4,0,0.6,0,1,0,6184
"2019-05-08","Kevin Kiermaier","TBR",2,0,1,0,0,0,0,0,0,0,0.5,0.5,0,0,1,11038
"2019-05-08","Steve Wilkerson","BAL",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16041
"2019-05-08","Cole Tucker","PIT",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17326
"2019-05-08","Chris Davis","BAL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9272
"2019-05-08","Blake Swihart","ARI",5,1,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,13176
"2019-05-08","Richie Martin Jr.","BAL",4,0,0,0,1,0,0,0,0,0,1,0,0.5,0.5,0,17736
"2019-05-08","Jedd Gyorko","STL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10816
"2019-05-08","Socrates Brito","TOR",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12944
"2019-05-08","Robinson Cano","NYM",4,2,0,0.666666666,0.333333333,0,0,0,0,0,0.6667,0.3333,0,0.3333,0.6667,3269
"2019-05-08","Andrelton Simmons","LAA",4,1,0,0.5,0.5,0.5,0,0,0,0.25,0.5,0.25,0.25,0.5,0.25,10847
"2019-05-08","Odubel Herrera","PHI",4,2,0.333333333,0.666666666,0,0,0,0,0,0.3333,0.6667,0,0,0.6667,0.3333,11476
"2019-05-08","Luke Maile","TOR",3,1,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,1,0,13355
"2019-05-08","Victor Robles","WSN",4,0,0.333333333,0,0.666666666,0,0,0,0,0,0.75,0.25,0,0.75,0.25,18363
"2019-05-08","Nicholas Castellanos","DET",5,0.333333333,0,0.25,0.75,0,0,0,0,0,0.5,0.5,0.25,0,0.75,11737
"2019-05-08","J.T. Realmuto","PHI",4,2,0,0.666666666,0.333333333,0,0,0,0,0.6667,0.3333,0,0.3333,0.3333,0.3333,11739
"2019-05-08","Jake Cave","MIN",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14477
"2019-05-08","Dexter Fowler","STL",3,0,0,0,1,0.333333333,0,0,0,0.3333,0,0.6667,0.3333,0.3333,0.3333,4062
"2019-05-08","Ehire Adrianza","MIN",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,8418
"2019-05-08","Jerad Eickhoff","PHI",3,0,0,0,0,0,0,0,0,0.5,0,0.5,1,0,0,12664
"2019-05-08","Billy McKinney","TOR",3,2,0,0.666666666,0.333333333,0,1,0,0,1,0,0,0,0.6667,0.3333,15654
"2019-05-08","Yadier Molina","STL",3,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0.3333,0.6667,0,0.3333,0.6667,7007
"2019-05-08","Randal Grichuk","TOR",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10243
"2019-05-08","Yairo Munoz","STL",3,2,0.333333333,0.666666666,0,0,0,0,0,0.6667,0,0.3333,0.3333,0.6667,0,16313
"2019-05-08","Albert Pujols","LAA",4,0.333333333,0,0.25,0.75,0,0,0,0,0.5,0.5,0,0,0.5,0.5,1177
"2019-05-08","Matt Carpenter","STL",4,0,0,0,1,0,0,0,0,0.5,0.25,0.25,0,0.5,0.5,8090
"2019-05-08","Brandon Drury","TOR",3,1,0,0.5,0.5,1,0,0,0,1,0,0,0.5,0.5,0,11615
"2019-05-08","Jack Flaherty","STL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17479
"2019-05-08","Zack Cozart","LAA",4,0,0.333333333,0,0.666666666,1,0,0,0,0.3333,0,0.6667,0.6667,0,0.3333,2616
"2019-05-08","Marcell Ozuna","STL",4,3,0,0.75,0.25,0,0,0,0,0.5,0.5,0,0,0.25,0.75,10324
"2019-05-08","Eddie Rosario","MIN",5,0.333333333,0.2,0.2,0.6,0,0.333333333,0,0,0.4,0.4,0.2,0,0.8,0.2,12155
"2019-05-08","Harrison Bader","STL",1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,18030
"2019-05-08","Gordon Beckham","DET",4,0,0,0,1,0,0,0,0,0.5,0.5,0,0,0.5,0.5,9015
"2019-05-08","Cam Gallagher","KCR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12981
"2019-05-08","Jeff McNeil","NYM",4,3,0,1,0,0,0,0.333333333,0,0.3333,0.3333,0.3333,0.3333,0.6667,0,15362
"2019-05-08","Martin Prado","MIA",1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3312
"2019-05-08","Leonys Martin","CLE",4,3,0,1,0,0,0,0.333333333,0,0.6667,0.3333,0,0.3333,0.6667,0,11846
"2019-05-08","Kyle Schwarber","CHC",3,1,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,16478
"2019-05-08","Jorge Alfaro","MIA",5,2,0.25,0.5,0.25,0,0,0,0,0,0.5,0.5,0.5,0.5,0,12180
"2019-05-08","Elvis Andrus","TEX",5,2,0.5,0.5,0,0,0,0,0,0.6,0,0.4,0,0.8,0.2,8709
"2019-05-08","Adalberto Mondesi","KCR",4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,13769
"2019-05-08","Amed Rosario","NYM",4,0,0.5,0,0.5,0,0,0,0,0,0.5,0.5,0,0.5,0.5,15518
"2019-05-08","Starlin Castro","MIA",4,2,0.333333333,0.666666666,0,0,0,0,0,0.6667,0.3333,0,0,0.3333,0.6667,4579
"2019-05-08","Josh Reddick","HOU",4,1,0.333333333,0.333333333,0.333333333,1,0,0,0,0.6667,0.3333,0,0.3333,0,0.6667,3892
"2019-05-08","Wilmer Font","NYM",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5257
"2019-05-08","Peter O'Brien","MIA",4,0.5,0.25,0.25,0.5,0,0,0,0,0.5,0.25,0.25,0.25,0.75,0,13288
"2019-05-08","Shelby Miller","TEX",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10197
"2019-05-08","Jorge Soler","KCR",4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,14221
"2019-05-08","Gerardo Reyes","SDP",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16306
"2019-05-08","Jason Heyward","CHC",5,0.333333333,0,0.25,0.75,0,0.333333333,0,0,0.25,0.25,0.5,0,0.75,0.25,4940
"2019-05-08","Jose Altuve","HOU",5,3,0.2,0.6,0.2,0,0,0,0,0.6,0.4,0,0.4,0.6,0,5417
"2019-05-08","Keon Broxton","NYM",1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,9253
"2019-05-08","Niko Goodrum","DET",4,0.5,0.25,0.25,0.5,0.5,0,0,0,0.25,0,0.75,0.5,0.25,0.25,12092
"2019-05-08","Tyler Lyons","PIT",1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,11334
"2019-05-08","Hunter Dozier","KCR",4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,15117
"2019-05-08","Ty France","SDP",3,2,0,0.666666666,0.333333333,0,0,0,0,1,0,0,0,0.3333,0.6667,17982
"2019-05-08","Neil Walker","MIA",4,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0.6667,0.3333,0,0.3333,0.6667,7539
"2019-05-08","Chris Owings","KCR",4,1,0,1,0,0,0,1,0,1,0,0,0,1,0,10030
"2019-05-08","Brandon Nimmo","NYM",4,1,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,12927
"2019-05-08","Brian Goodwin","LAA",4,1,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0,1,0,12858
"2019-05-08","Elias Diaz","PIT",4,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.6667,0,0.3333,0,0.6667,0.3333,11680
"2019-05-08","Aledmys Diaz","HOU",4,1,0,0.5,0.5,0,0,0.5,0,0.25,0.25,0.5,0,0.75,0.25,15937
"2019-05-08","Carlos Santana","CLE",4,0.5,0.25,0.25,0.5,0,0,0,0,0.75,0.25,0,0,0.5,0.5,2396
"2019-05-08","Daniel Descalso","CHC",1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,8392
"2019-05-08","Shin-Soo Choo","TEX",5,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.6667,0.3333,0,0.3333,0,0.6667,3174
"2019-05-08","Billy Hamilton","KCR",3,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.6667,0,0.3333,0.3333,0,0.6667,10199
"2019-05-08","Tomas Nido","NYM",4,1,0,0.5,0.5,0,1,0,0,0,0.5,0.5,0,0.5,0.5,13755
"2019-05-08","JaCoby Jones","DET",4,0.333333333,0,0.25,0.75,0.333333333,0.333333333,1,0,0.5,0,0.5,0.5,0,0.5,14818
"2019-05-08","Rougned Odor","TEX",5,0,0,0,1,0,0.333333333,0,0,0.6667,0.3333,0,0,0.3333,0.6667,12282
"2019-05-08","Welington Castillo","CHW",4,0,0.5,0,0.5,0,0,0,0,0,0.5,0.5,0,0.5,0.5,3256
"2019-05-08","Addison Russell","CHC",4,2,0,1,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,14106
"2019-05-08","Willson Contreras","CHC",4,2,0,0.666666666,0.333333333,0,0,0,0,0.3333,0.3333,0.3333,0.6667,0.3333,0,11609
"2019-05-08","Melky Cabrera","PIT",4,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.3333,0.3333,0.3333,0,0.3333,0.6667,4022
"2019-05-08","Jake Marisnick","HOU",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11339
"2019-05-08","Franmil Reyes","SDP",4,1,0,0.5,0.5,0,0,0,0,1,0,0,0.5,0.5,0,14566
"2019-05-08","David Fletcher","LAA",5,4,0,0.8,0.2,0,1,0,0,0.8,0.2,0,0,0.2,0.8,17992
"2019-05-08","Jason Kipnis","CLE",5,0.5,0,0.333333333,0.666666666,0.5,0,0,0,0.3333,0.3333,0.3333,0.6667,0,0.3333,9776
"2019-05-08","David Bote","CHC",4,3,0,1,0,0,0,0,0,0.6667,0.3333,0,0,1,0,14593
"2019-05-08","Jon Berti","MIA",1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12037
"2019-05-08","Logan Forsythe","TEX",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7185
"2019-05-08","Jake Bauers","CLE",4,0,0.5,0,0.5,0,0,0,0,0.25,0,0.75,0.25,0.5,0.25,15194
"2019-05-08","Guillermo Heredia","TBR",3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,18721
"2019-05-08","Mitch Haniger","SEA",5,1,0,0.5,0.5,0.5,0.5,0,0,0.75,0,0.25,0.25,0.25,0.5,14274
"2019-05-08","Robbie Grossman","OAK",5,2,0,0.666666666,0.333333333,0,0,0,0,0.3333,0.3333,0.3333,0,0.6667,0.3333,5254
